,abs_val_diff,flow-rate,total-volume-consumption
6777,0.0,0.0,48.00743103027344
3104,0.0,0.0,43.55751037597656
1969,0.0,0.0,42.40266418457031
6727,0.0,0.0,48.00743103027344
1804,0.0,0.0,42.35476684570313
3297,0.0,0.0,43.5752182006836
6091,0.0,0.0,47.9422721862793
4032,0.004657745361328125,0.0,45.53561782836914
865,0.0,0.0,39.71294021606445
1158,0.01236724853515625,0.0,40.294532775878906
986,0.011920928955078125,0.0,39.74504089355469
3280,0.0,0.0,43.574405670166016
951,0.0,0.0,39.725242614746094
1066,0.0,0.0,39.8087158203125
3316,0.0,0.0,43.58955383300781
5217,0.0,0.0693434402346611,47.4605484008789
1680,0.005645751953125,0.0,42.04316711425781
3977,0.00384521484375,0.4714119136333466,45.26388549804688
1586,0.0,0.0,41.43082046508789
548,0.0,0.0,39.070796966552734
2809,0.0,0.0,43.55751037597656
819,0.0,0.0,39.71106338500977
6360,0.0,0.0,47.9422721862793
1712,0.017059326171867895,0.0,42.19836044311523
5307,0.00432205200194602,0.0,47.79046249389648
1671,0.001453399658203125,0.0,41.988868713378906
1425,0.0,0.0,41.11859130859375
3101,0.0,0.0,43.55751037597656
225,0.0,0.0,39.02373123168945
2573,0.0,0.0,43.55285263061523
4095,0.0,0.0,45.65047073364258
1945,0.00545120239258523,0.0,42.3872299194336
1357,0.0,0.0,41.11266326904297
4006,0.006938934326171875,0.0,45.42204666137695
2217,0.0,0.0,43.4674072265625
2448,0.0,0.0,43.50848388671875
282,0.0,0.0,39.03532028198242
304,0.0,0.0,39.03721618652344
1877,0.0,0.0,42.37995910644531
1657,0.00499343872071023,0.0,41.86377334594727
181,9.5367431640625e-05,0.15799546241760254,33.02816772460937
5729,0.0,0.0,47.9422721862793
2659,0.0,0.0,43.55751037597656
1911,0.0,0.0,42.37995910644531
3374,0.0,0.0,43.62575149536133
2688,0.0,0.0,43.55751037597656
5746,0.0,0.0,47.9422721862793
2996,0.0,0.0,43.55751037597656
1215,0.012134552001953125,0.0,40.73759841918945
6594,0.0,0.0,47.9936408996582
484,0.0,0.0,39.0390739440918
5368,0.0,0.0,47.87638854980469
3795,0.0,0.0,44.62945938110352
94,9.918212889914457e-05,0.15799546241760254,33.01977157592773
6919,0.0,0.0,48.00743103027344
1060,0.0,0.0,39.79800796508789
5918,0.0,0.0,47.9422721862793
392,0.00029754638672585543,0.4887331128120422,33.052989959716804
222,0.0,0.0,39.02373123168945
3838,0.0,0.0,44.670997619628906
1157,0.007965087890617895,0.0,40.28216552734375
4466,0.00448226928710227,0.0,46.4606819152832
4899,0.0,0.0,47.24892044067383
5143,0.0,0.0,47.30324172973633
1064,0.0,0.0,39.8087158203125
942,0.0,0.0,39.725242614746094
1722,0.0,0.0,42.23640060424805
5125,0.0,0.0,47.28052520751953
3925,0.007434844970703125,0.0,44.96476364135742
2362,0.0,0.0,43.477210998535156
2220,0.0,0.0,43.4674072265625
2142,0.0,0.0,43.25119400024414
3909,0.0,0.4648870825767517,44.92055130004883
6880,0.0,0.0,48.00743103027344
1835,0.00185394287109375,0.0,42.36579513549805
1534,0.0,0.0,41.20722961425781
3379,0.003078460693359375,0.0,43.65731430053711
5256,0.0036430358886789804,0.0,47.5601921081543
247,9.5367431640625e-05,0.1570741981267929,33.03456878662109
4012,0.0050048828125,0.7464869022369385,45.45711898803711
6361,0.0,0.0,47.9422721862793
76,0.0008049011230539804,0.0,38.95288848876953
7077,0.0,0.0,48.0217399597168
1602,0.01153945922850852,0.0,41.50003433227539
5033,0.0,0.0,47.25226211547852
2823,0.0,0.0,43.55751037597656
3291,0.0,0.0,43.574405670166016
654,0.0018310546875,0.0,39.209716796875
2843,0.0,0.0,43.55751037597656
2370,0.0,0.0,43.477210998535156
334,9.1552734375e-05,0.15804725885391235,33.042972564697266
2377,0.0,0.0,43.48332977294922
47,9.918212890625e-05,0.15738129615783691,33.01521682739258
1832,0.0,0.0,42.36394119262695
1824,0.004665374755859375,0.0,42.36394119262695
6024,0.0,0.0,47.9422721862793
462,0.00020217895508523043,0.3325289487838745,33.073253631591804
3149,0.001895904541015625,0.0,43.55940628051758
494,0.0,0.0,39.0390739440918
4263,0.0,0.0,45.6523666381836
1797,0.0,0.0,42.35476684570313
3520,0.007427215576171875,0.0,44.27726364135742
5482,0.0,0.0,47.88615036010742
3729,0.0,0.0,44.62753677368164
877,0.0,0.0,39.714839935302734
4378,0.005203247070305395,0.0,45.94151306152344
6628,0.0,0.0,48.00556564331055
837,0.0,0.0,39.71106338500977
6067,0.0,0.0,47.9422721862793
5642,0.0,0.0,47.910865783691406
5961,0.0,0.0,47.9422721862793
4156,0.0,0.0,45.6523666381836
3347,0.0,0.0,43.60466766357422
1285,0.0012283325195454609,0.0,41.06494522094727
6418,0.0,0.0,47.9422721862793
435,0.0,0.0,39.0390739440918
3736,0.0,0.0,44.62753677368164
6835,0.0,0.0,48.00743103027344
6420,0.0,0.0,47.9422721862793
6602,0.0,0.0,47.9936408996582
788,0.000125885009765625,0.14121511578559875,39.66798400878906
4593,0.0,0.0,46.49024963378906
5070,0.0010910034179758554,0.0,47.25397109985352
1316,0.0,0.0,41.10317993164063
1463,0.0,0.0,41.11859130859375
212,0.0,0.0,39.01898193359375
5151,0.0,0.0,47.31657791137695
5682,0.0,0.0,47.9422721862793
5765,0.0,0.0,47.9422721862793
1161,0.015537261962890625,0.0,40.31170654296875
6335,0.0,0.0,47.9422721862793
2555,0.0,0.0,43.54827880859375
3446,0.003414154052734375,0.0,43.82032012939453
1104,0.003887176513671875,0.1401197463274002,39.95507049560547
370,9.918212891335543e-05,0.16035115718841553,33.046459197998054
153,9.918212890625e-05,0.15768839418888092,33.02545928955078
2911,0.0,0.0,43.55751037597656
2020,0.0014686584472727304,0.0,42.55294799804688
2007,0.056060791015625,0.0,42.509376525878906
1459,0.0,0.0,41.11859130859375
3506,0.0,1.0471577644348145,44.17929458618164
157,9.5367431640625e-05,0.15814897418022156,33.02585220336914
4291,0.00437164306640625,0.0,45.67133712768555
689,0.0013885498046803946,0.0,39.33210754394531
6747,0.0,0.0,48.00743103027344
3138,0.0,0.0,43.55751037597656
3938,0.0,0.0,45.04789352416992
3945,0.0,0.0,45.08240509033203
4734,0.00689697265625,0.0,46.60904312133789
5854,0.0,0.0,47.9422721862793
3318,0.0,0.0,43.58955383300781
2066,0.0,0.0,42.85652160644531
969,0.0,0.0,39.725242614746094
6168,0.0,0.0,47.9422721862793
6492,0.0,0.0,47.94661331176758
2285,0.006019592285149145,0.0,43.47532272338867
6664,0.0,0.0,48.00743103027344
323,0.0,0.0,39.03721618652344
5710,0.0,0.0,47.9422721862793
6804,0.0,0.0,48.00743103027344
6037,0.0,0.0,47.9422721862793
417,0.00029754638671164457,0.4885795712471008,33.060482025146484
1836,0.0,0.0,42.36579513549805
6203,0.0,0.0,47.9422721862793
5366,0.0,0.0,47.87638854980469
5455,0.0,0.0,47.88615036010742
1478,0.0,0.0,41.13765335083008
114,0.0,0.0,38.964210510253906
4103,0.0,0.0,45.6523666381836
6939,0.0,0.0,48.00743103027344
441,0.00029754638671164457,0.489193856716156,33.067703247070305
3153,0.0,0.0,43.55940628051758
2840,0.0,0.0,43.55751037597656
7007,0.0,0.0,48.00743103027344
3338,0.0,0.0,43.598228454589844
2681,0.0,0.0,43.55751037597656
3425,0.007411956787109375,0.0,43.75100326538086
3722,0.0,0.0,44.62753677368164
1319,0.0,0.0,41.10317993164063
6454,0.0,0.0,47.94482803344727
4565,0.0,0.0,46.49024963378906
353,9.918212889914457e-05,0.15743286907672882,33.044815063476555
2158,0.002796173095703125,0.0,43.37991714477539
949,0.0,0.0,39.725242614746094
1479,0.0,0.0,41.13765335083008
4279,0.0,0.0,45.66696548461914
977,0.0,0.0,39.72711944580078
2955,0.0,0.0,43.55751037597656
182,9.918212891335543e-05,0.15830253064632416,33.02826690673828
1331,0.0019149780273366446,0.0,41.10509490966797
224,0.0,0.0,39.02373123168945
1692,0.0,0.0,42.121665954589844
6258,0.0,0.0,47.9422721862793
228,9.5367431640625e-05,0.15768839418888092,33.03272247314453
5098,0.0,0.0,47.25847625732422
6247,0.0,0.0,47.9422721862793
4599,0.0,0.0,46.49024963378906
100,9.536743163351957e-05,0.15538524091243744,33.02034378051758
375,0.001224517822265625,0.0,39.0390739440918
1788,0.0,0.0,42.3504524230957
219,0.0,0.0,39.02373123168945
697,0.0029258728027414804,0.33229437470436096,39.36495971679688
1930,0.0,0.0,42.381778717041016
6633,0.0,0.0,48.00556564331055
1950,0.0,0.0,42.38807678222656
6964,0.0,0.0,48.00743103027344
3720,0.0,0.0,44.62753677368164
6333,0.0,0.0,47.9422721862793
1321,0.0,0.0,41.10317993164063
12,0.0,0.0,38.9139518737793
1466,0.0,0.0,41.11859130859375
4076,0.0,0.0,45.63255310058594
2310,0.0,0.0,43.47532272338867
1525,0.0,0.0,41.200355529785156
2939,0.0,0.0,43.55751037597656
467,0.0,0.0,39.0390739440918
7033,0.0,0.0,48.00743103027344
2763,0.0,0.0,43.55751037597656
3433,0.004867553710944605,0.0,43.78713989257813
705,0.005817413330078125,0.0,39.403411865234375
3410,0.0,0.4032784700393677,43.720436096191406
6271,0.0,0.0,47.9422721862793
3191,0.0,0.0,43.56131362915039
2436,0.0,0.0,43.50848388671875
5473,0.0,0.0,47.88615036010742
6580,0.0,0.0,47.96512985229492
3630,0.0,0.0,44.62002944946289
4894,0.001369476318359375,0.0,47.24892044067383
1453,0.0,0.0,41.11859130859375
6573,0.0,0.0,47.96512985229492
6467,0.0,0.0,47.94482803344727
2966,0.0,0.0,43.55751037597656
1266,0.0006866455078125,0.0,41.00444412231445
6874,0.0,0.0,48.00743103027344
1634,0.00967025756836648,0.0,41.72101211547852
2407,0.0,0.0,43.49474716186523
321,9.918212890625e-05,0.15712571144104004,33.041717529296875
3555,0.010639190673828125,0.0,44.452239990234375
6864,0.0,0.0,48.00743103027344
6827,0.0,0.0,48.00743103027344
1589,0.0133056640625,0.0,41.45269775390625
3089,0.0,0.0,43.55751037597656
3321,0.0,0.0,43.58955383300781
7027,0.0,0.0,48.00743103027344
2787,0.0,0.0,43.55751037597656
396,0.00029754638672585543,0.4901154637336731,33.054210662841804
5732,0.0,0.0,47.9422721862793
85,9.5367431640625e-05,0.1569206714630127,33.01889419555664
1563,0.00629043579100852,0.0,41.32477569580078
4337,0.0,0.0,45.78262710571289
3046,0.0,0.0,43.55751037597656
6571,0.0,0.0,47.96512985229492
4489,0.0,0.0,46.473548889160156
2970,0.0,0.0,43.55751037597656
4815,0.007152557373046875,0.0,47.04512405395508
4846,0.00152587890625,0.0,47.17538452148438
2870,0.0,0.0,43.55751037597656
1807,0.0,0.0,42.35476684570313
188,0.0,0.0,39.01898193359375
1175,0.007171630859375,0.0,40.40486145019531
458,0.000202178955078125,0.331760972738266,33.07244110107422
4986,0.0,0.0,47.25226211547852
3176,0.0,0.0,43.55940628051758
234,0.0,0.0,39.02373123168945
6296,0.0,0.0,47.9422721862793
1412,0.0,0.0,41.11859130859375
1057,0.0,0.0,39.79800796508789
4880,0.0,0.0,47.23992156982422
1709,0.00750732421875,0.0,42.17615509033203
420,0.00029754638671875,0.4876579642295837,33.06140518188477
1873,0.0,0.0,42.37995910644531
1255,0.000682830810546875,0.0,40.94232177734375
3492,0.0,0.0,44.04300308227539
1740,0.001506805419921875,0.0,42.27004623413086
3592,0.00762176513671875,0.4735679626464844,44.56959915161133
3407,0.000213623046875,0.0,43.71760177612305
3274,0.0,0.0,43.574405670166016
5827,0.0,0.0,47.9422721862793
5472,0.0,0.0,47.88615036010742
3359,0.0,0.0,43.60466766357422
331,0.0,0.0,39.03721618652344
5102,0.0,0.0,47.25847625732422
110,0.0,0.0,38.964210510253906
1352,0.0,0.0,41.11266326904297
5381,0.0,0.0,47.88288497924805
5074,0.0,0.0,47.25397109985352
231,0.0,0.0,39.02373123168945
1854,0.0,0.0,42.37995910644531
102,0.0,0.0,38.964210510253906
5278,0.01246261596678977,0.409667432308197,47.68109893798828
5110,0.0,0.0,47.28052520751953
2121,0.005184173583984375,0.0,43.149070739746094
5024,0.0,0.0,47.25226211547852
2553,0.0,0.0,43.54827880859375
1937,0.0,0.0,42.381778717041016
3315,0.0,0.0,43.58955383300781
3588,0.001544952392578125,0.0,44.558082580566406
4271,0.0,0.0,45.6523666381836
5722,0.0,0.0,47.9422721862793
4923,0.0,0.0,47.25226211547852
6158,0.0,0.0,47.9422721862793
4402,0.0205841064453125,0.0,46.0828742980957
2979,0.0,0.0,43.55751037597656
83,9.5367431640625e-05,0.15738129615783691,33.01870346069336
5259,0.003139495849609375,0.0,47.5723876953125
237,0.0,0.0,39.02373123168945
395,0.000324249267578125,0.4887331128120422,33.05391311645508
1497,0.0,0.0,41.15949249267578
3894,0.0,0.0,44.81397247314453
1452,0.0,0.0,41.11859130859375
4659,0.0,0.0,46.49175643920898
6654,0.0,0.0,48.00743103027344
3586,0.001560211181640625,0.0,44.55653762817383
4993,0.0,0.0,47.25226211547852
557,0.00067138671875,0.0,39.076026916503906
133,9.918212889914457e-05,0.15768839418888092,33.02352905273437
5163,0.0,0.06995835900306703,47.34507751464844
374,0.00063323974609375,0.10705436766147614,39.03784942626953
1935,0.0,0.0,42.381778717041016
1092,0.0,0.0,39.909969329833984
545,0.0,0.0,39.070796966552734
1731,0.002826690673828125,0.0,42.25899887084961
3198,0.0,0.0,43.56131362915039
113,0.0,0.0,38.964210510253906
191,9.5367431640625e-05,0.15738129615783691,33.02914047241211
4958,0.0,0.0,47.25226211547852
4365,0.0,0.0,45.8690185546875
4825,0.0024719238281178946,0.0,47.06945419311523
24,0.0,0.0,38.92131423950195
3223,0.0,0.0,43.574405670166016
1432,0.0,0.0,41.11859130859375
3529,0.0006141662597585196,0.0,44.31509017944336
1456,0.0,0.0,41.11859130859375
137,9.5367431640625e-05,0.15768839418888092,33.023910522460945
5874,0.0,0.0,47.9422721862793
2351,0.0,0.0,43.477210998535156
5766,0.0,0.0,47.9422721862793
2276,0.0,0.0,43.46930313110352
6218,0.0,0.0,47.9422721862793
4861,0.001865386962890625,0.0,47.1937255859375
3891,0.0018463134765625,0.4216271042823792,44.805824279785156
4718,0.0,0.0,46.52814483642578
4121,0.0,0.0,45.6523666381836
2790,0.0,0.0,43.55751037597656
2511,0.0,0.0,43.545745849609375
5628,0.0,0.0,47.904296875
5910,0.0,0.0,47.9422721862793
151,9.918212890625e-05,0.15661358833312988,33.0252685546875
6505,0.0,0.0,47.94661331176758
2851,0.0,0.0,43.55751037597656
5302,0.01379776000975852,0.0,47.76049423217773
2744,0.0,0.0,43.55751037597656
3849,0.000698089599609375,0.0,44.68547821044922
5476,0.0,0.0,47.88615036010742
4081,0.0,0.0,45.63908386230469
4131,0.0,0.0,45.6523666381836
4784,0.000911712646484375,0.0,46.82554626464844
2320,0.0,0.0,43.47532272338867
4139,0.0,0.0,45.6523666381836
4669,0.0,0.0,46.49175643920898
6352,0.0,0.0,47.9422721862793
1123,0.0,0.0,40.04015731811523
2792,0.0,0.0,43.55751037597656
3358,0.0,0.0,43.60466766357422
2844,0.0,0.0,43.55751037597656
2382,0.0,0.0,43.48332977294922
